PersonID,Name,Birthdate,Last 4 SSN,Total Sales,Gender,Largest Purchase,Favorite Book ID
6013,"Heller, Zion M",8/14/1957,9227,749.48,Female,935.03,18
6014,"Deckow, Ora J",10/8/1953,9301,749.12,Female,389.77,19
6015,"Walter, Monique B",8/20/1965,7297,410.90,Female,937.05,41
6016,"Thompson, Myah O",12/1/1990,6874,134.07,Male,266.58,85
6017,"Altenwerth, Courtney C",8/9/1970,8885,609.77,Female,309.99,80
6018,"Quitzon, Franz W",7/6/1958,5706,140.08,Female,141.82,88
6019,"Boyer, Brittany Z",8/23/1996,7605,306.92,Male,909.61,34
6020,"Medhurst, Jennifer R",8/21/1978,5436,969.11,Female,355.77,97
6021,"White, Queen G",11/19/1987,7973,667.62,Female,560.37,55
6022,"Jast, Brook T",6/19/1953,6472,924.94,Male,140.96,2
6023,"Effertz, Skye N",4/27/1972,8153,820.87,Male,541.95,0
6024,"Quitzon, Loren H",5/16/1986,5345,978.20,Male,740.04,79
6025,"Wolff, Kennedi L",7/18/1977,1747,45.74,Male,866.08,19
6026,"O'Keefe, Jalen M",9/13/1974,5352,722.09,Male,903.03,46
6027,"Bechtelar, Lelah L",3/19/1986,5600,398.71,Female,8.52,20
6028,"Feest, Adrien J",5/12/1999,7705,135.07,Male,788.58,33
6029,"Braun, Schuyler F",10/9/1957,7752,421.12,Male,932.72,27
6030,"Fadel, Ocie O",3/20/1950,7601,202.86,Female,235.68,74
6031,"Gulgowski, Emmalee U",4/18/1995,0307,834.71,Male,697.29,59
6032,"Pollich, Kaia T",1/12/1998,0055,375.02,Female,536.57,7
6033,"Robel, Bria W",2/24/1991,2914,656.95,Male,739.06,95
6034,"Deckow, Therese M",4/5/1951,2687,381.64,Male,498.35,89
6035,"Beahan, Kayleigh A",11/10/1986,5337,573.84,Male,845.12,43
6036,"Hermann, Benton V",7/8/1994,0856,12.70,Female,561.15,74
6037,"Gulgowski, Lonny C",8/10/1973,2837,405.27,Female,158.26,14
6038,"Strosin, Jonathan B",9/21/1998,7745,979.40,Female,525.13,47
6039,"Williamson, Colt M",9/16/1981,4120,167.97,Male,166.38,7
6040,"Hills, Willy J",5/21/1971,3435,258.54,Female,228.69,83
6041,"Klocko, Ava L",3/23/1997,0926,598.43,Male,417.28,20
6042,"Johnston, Josefa G",6/29/1952,5684,376.38,Male,669.25,51
6043,"Streich, Vince A",11/12/1958,1957,667.09,Male,183.37,21
6044,"Murazik, Simone L",2/25/1984,0979,951.06,Female,533.64,48
6045,"Roob, Kaya H",3/1/1986,3599,311.64,Female,213.20,55
6046,"Ruecker, Ryan X",8/30/1970,9734,902.64,Male,182.75,75
6047,"Wiegand, Eloy L",11/17/1994,4516,1.97,Female,750.47,14
6048,"Gleason, Kaden B",5/5/1981,9008,467.63,Male,127.69,81
6049,"Keeling, Odessa D",7/9/1980,3653,603.17,Male,70.26,50
6050,"Reynolds, Phyllis Z",4/14/1966,9387,541.99,Male,611.02,84
6051,"Dicki, Abe J",12/25/1978,8180,951.85,Male,43.94,12
6052,"Schamberger, Oda I",8/19/1955,1720,687.30,Male,675.57,11
6053,"Abshire, Gerald C",2/14/1987,1830,614.46,Male,382.44,85
6054,"Lowe, Arlene J",7/13/1970,3301,713.87,Male,977.38,69
6055,"Larson, Kailyn Q",11/16/1977,3016,209.26,Female,386.34,10
6056,"Murphy, Sylvester C",11/20/1972,0328,587.91,Female,190.32,66
6057,"Satterfield, Terrell F",5/29/1993,1246,219.67,Male,38.83,60
6058,"Rutherford, Obie H",12/3/1983,3849,409.45,Female,638.28,27
6059,"Abbott, Tara B",11/15/1977,4121,571.37,Female,721.43,10
6060,"Luettgen, Carissa N",9/18/1966,6320,833.42,Male,220.34,76
6061,"Trantow, Buford A",11/21/1984,5163,45.87,Female,627.56,85
6062,"O'Reilly, Golden C",11/19/1984,0683,140.28,Female,415.88,85
6063,"Breitenberg, Retta B",5/17/1979,9392,725.20,Female,439.06,31
6064,"Ernser, Zoe K",8/15/1967,7155,149.07,Female,179.56,6
6065,"Gaylord, William F",12/20/1951,2366,340.70,Male,893.18,19
6066,"Thompson, Tianna A",12/4/1960,5316,509.51,Male,516.98,88
6067,"Smitham, Clifton K",12/26/1985,8217,543.18,Male,694.03,97
6068,"Kertzmann, Theron I",1/31/1980,5139,563.35,Male,24.95,0
6069,"Stokes, Esteban S",10/27/1956,9972,994.42,Female,776.83,75
6070,"Huel, Estell K",12/3/1972,8299,911.42,Male,757.49,49
6071,"Kling, Marcella P",2/22/1972,4198,659.58,Male,489.27,75
6072,"McGlynn, Misael V",1/31/1977,8200,475.00,Male,578.73,4
6073,"Wuckert, Jordan J",8/28/1977,1958,253.94,Male,563.36,23
6074,"Ziemann, Helene R",2/23/1969,4326,852.02,Female,725.68,62
6075,"Mayer, Kayden W",5/10/1954,6255,889.83,Male,48.71,59
6076,"Kovacek, Marquis D",10/30/1958,1720,131.73,Female,773.42,46
6077,"Kling, Jazmyne V",4/13/1992,0914,715.64,Female,119.12,84
6078,"Langosh, Earline D",4/15/1964,1991,973.10,Male,116.93,24
6079,"Grimes, Darien X",1/1/1969,9441,66.76,Male,449.66,70
6080,"Muller, Hester J",2/24/1975,1678,653.99,Female,11.73,38
6081,"Schulist, Lloyd J",3/19/1961,1145,605.40,Male,495.03,8
6082,"Shanahan, Pauline X",1/8/1969,6197,517.21,Female,772.66,5
6083,"Langosh, Ivah O",3/10/1973,3870,617.82,Male,50.87,51
6084,"Satterfield, Alayna V",4/6/1996,9193,298.00,Female,846.43,65
6085,"Hermann, Flossie G",2/22/1958,6781,17.91,Female,993.17,35
6086,"Rutherford, Afton K",5/20/1987,8735,534.96,Male,483.44,50
6087,"Treutel, Henry L",12/28/1989,8157,19.48,Female,793.11,91
6088,"Kilback, Telly Y",2/22/1980,2515,375.85,Male,709.83,80
6089,"Frami, Gene B",6/9/1984,5423,865.46,Female,479.79,74
6090,"Kessler, Hallie G",5/18/1983,4502,140.55,Female,835.63,27
6091,"O'Keefe, Andreanne A",4/3/1962,9410,485.79,Male,442.90,1
6092,"Feil, Cayla T",11/10/1971,8330,51.77,Female,472.67,3
6093,"Kuvalis, Linda C",5/7/1971,5682,816.04,Female,478.55,19
6094,"Bergstrom, Leonard L",12/14/1970,9910,288.81,Male,872.73,27
6095,"Jakubowski, Isadore P",1/3/1993,6020,751.56,Female,752.61,63
6096,"Connelly, Monserrat F",4/20/1994,4170,656.26,Female,200.08,11
6097,"Wunsch, Zoila Z",9/12/1959,8183,402.44,Female,466.39,1
6098,"Baumbach, Jaquelin W",2/27/1950,5795,422.83,Male,130.39,12
6099,"Emmerich, Lilliana S",7/30/1983,4032,919.78,Female,131.36,98
6100,"Jacobs, Jeanie S",3/30/1971,0556,145.56,Male,923.21,72
6101,"Sanford, Martin P",8/1/1986,1317,914.78,Female,116.37,89
6102,"Champlin, Jules L",2/2/1974,0728,799.41,Female,227.10,19
6103,"O'Connell, Korbin U",11/17/1969,5066,293.64,Male,820.59,30
6104,"Ruecker, Amie B",11/3/1969,0279,354.95,Male,982.60,5
6105,"Hettinger, Ollie U",5/17/1950,6062,166.58,Female,443.36,97
6106,"Leuschke, Sylvan D",1/20/1967,6139,60.31,Male,941.37,25
6107,"Green, Hazle A",11/10/1978,8073,20.73,Female,653.00,27
6108,"Pacocha, Verdie N",6/6/1989,0348,163.65,Male,396.53,55
6109,"Schoen, Ada H",3/17/1992,3724,117.06,Male,626.97,96
6110,"Veum, Maximus Z",3/24/1981,2845,595.87,Female,96.63,19
6111,"Satterfield, Ezequiel W",7/27/1960,2086,430.82,Male,68.39,62
6112,"Hansen, Jena I",10/16/1981,2706,466.48,Female,897.66,39
6113,"O'Hara, Antonia H",9/7/1983,4822,356.48,Female,55.81,90
6114,"Boehm, Mallie U",4/14/1961,7635,870.20,Female,18.72,47
6115,"Morissette, Carmel D",2/17/1990,7828,499.75,Female,196.81,4
6116,"Osinski, Sunny Z",12/7/1988,8614,60.89,Female,46.26,10
6117,"Homenick, Elliot K",11/21/1964,1232,751.68,Male,956.37,34
6118,"Wiegand, Edwardo C",7/11/1970,0591,848.51,Male,632.55,53
6119,"Dicki, Raleigh O",6/10/1996,5784,993.38,Female,425.51,15
6120,"Mertz, Ludie F",12/17/1962,3910,539.14,Female,9.59,54
6121,"Douglas, Krystal P",12/15/1987,7883,187.92,Male,711.38,8
6122,"Waelchi, Benny B",9/18/1988,9347,92.22,Male,384.74,12
6123,"Daugherty, Brent C",6/22/1978,4594,277.65,Male,546.16,83
6124,"Thompson, Brandon E",5/15/1990,0136,232.45,Female,795.66,48
6125,"Moore, Carrie T",7/18/1995,1784,213.02,Male,517.61,76
6126,"Nitzsche, Gilda I",7/24/1961,8558,955.26,Male,859.05,26
6127,"Fritsch, Chaz U",12/4/1952,2279,814.83,Male,669.03,88
6128,"Luettgen, Enola T",10/4/1972,4978,759.81,Male,8.45,84
6129,"Hettinger, Della J",5/1/1987,1109,306.28,Female,803.09,89
6130,"Spencer, Jacky X",1/20/1961,2215,125.01,Male,889.91,70
6131,"Leuschke, Ezekiel B",8/11/1952,6486,309.10,Male,413.65,5
6132,"Haley, Keyon U",1/17/1985,5313,463.11,Male,53.40,17
6133,"Goldner, Kellen V",1/4/1961,9570,834.46,Female,360.49,64
6134,"Quigley, Adela T",2/16/1980,5466,126.96,Male,429.46,36
6135,"Dare, Maegan N",10/12/1994,8498,2.55,Female,95.31,50
6136,"Pouros, Marlee Q",7/13/1988,7437,977.93,Female,659.36,20
6137,"Bogisich, Isobel P",7/12/1989,0239,495.70,Female,155.01,74
6138,"Harvey, Annetta V",2/1/1996,1457,723.36,Female,792.94,90
6139,"Collins, Nellie V",6/14/1973,7495,141.41,Male,518.39,43
6140,"Legros, Myrtice P",3/29/1994,6274,880.17,Male,142.49,40
6141,"Spencer, Darby L",11/24/1974,8201,325.28,Female,922.96,23
6142,"Nikolaus, Lucio Q",2/17/1951,3246,981.01,Female,101.20,93
6143,"Bernier, Mandy Y",12/4/1954,0830,485.92,Female,792.72,93
6144,"Trantow, Wilbert K",6/22/1981,6647,502.66,Male,767.76,40
6145,"Schmeler, Demario E",2/1/1958,2385,116.04,Female,0.76,23
6146,"Weissnat, Noemie E",9/6/1961,2239,335.86,Female,671.40,13
6147,"Ullrich, Lolita H",12/30/1971,5296,670.44,Female,352.32,33
6148,"Cronin, Maybell X",4/25/1987,6754,771.58,Female,211.90,42
6149,"Jacobs, Tressie H",10/17/1962,2309,560.66,Male,814.73,8
6150,"Schoen, Elinore S",11/3/1996,5327,528.10,Male,836.08,43
6151,"Goldner, Chet S",8/14/1989,3177,340.48,Female,23.44,2
6152,"Bode, Marta O",5/19/1958,1321,93.62,Female,44.17,75
6153,"Gusikowski, Laurine J",6/14/1981,1718,95.37,Male,555.41,27
6154,"Douglas, Brant R",4/17/1971,4384,221.22,Female,988.61,17
6155,"Hoeger, Jany V",9/26/1984,7514,826.20,Female,742.81,12
6156,"Considine, Candice G",7/8/1978,1968,518.46,Male,438.16,14
6157,"Schowalter, Wilhelm W",1/2/1966,5073,912.51,Female,250.68,2
6158,"Halvorson, Fabian Z",4/8/1996,3839,708.36,Female,547.88,15
6159,"Legros, Ashtyn I",6/4/1950,0477,436.28,Male,65.30,82
6160,"Wehner, Terry J",11/14/1965,5061,823.05,Male,395.64,44
6161,"Brown, Kirsten P",5/1/1954,6892,285.55,Male,889.75,34
6162,"Jaskolski, Mina X",8/3/1976,3562,903.98,Male,448.98,99
6163,"Borer, Barry N",2/22/1977,7749,106.58,Male,84.20,27
6164,"Kirlin, Alicia K",12/20/1964,7332,90.26,Female,795.84,62
6165,"Kub, Muhammad S",10/29/1988,8844,638.56,Female,708.53,54
6166,"Schmeler, Dedrick Y",1/8/1971,4409,136.86,Female,134.05,81
6167,"Ferry, General H",11/4/1951,1173,442.69,Male,766.46,18
6168,"Labadie, Lyda B",1/7/1964,8135,378.57,Female,774.29,0
6169,"Jerde, Destany T",7/13/1995,5803,405.71,Female,180.16,62
6170,"Runte, Hershel H",1/23/1979,8766,289.97,Female,568.53,76
6171,"Borer, Antonetta S",1/31/1987,2583,706.11,Male,575.95,99
6172,"Ullrich, Maurine Z",7/11/1960,6336,746.56,Female,60.23,51
6173,"Hamill, Patsy T",5/23/1974,6709,344.56,Male,481.54,91
6174,"Beahan, Aiyana U",1/10/1957,7883,278.10,Female,960.05,9
6175,"Schowalter, Elsie Z",12/14/1979,9196,505.15,Male,556.32,62
6176,"Wuckert, Peyton H",5/11/1979,5138,645.60,Male,112.28,22
6177,"Wolff, Nya N",9/18/1998,6909,945.84,Male,34.41,39
6178,"Johnson, Antone Q",5/25/1956,5737,44.40,Male,930.73,44
6179,"Howe, Griffin Q",5/24/1987,4809,474.24,Female,44.25,61
6180,"Kihn, Kenna W",5/16/1953,7543,883.80,Male,457.25,90
6181,"Reynolds, Cecil F",2/22/1969,6659,54.01,Male,146.27,85
6182,"Halvorson, Aglae Z",4/25/1961,5235,27.17,Female,656.07,66
6183,"Cremin, August I",6/28/1987,8138,397.92,Male,761.07,7
6184,"Hahn, Sarai N",8/30/1962,1160,271.61,Female,706.58,54
6185,"Trantow, Brayan T",8/26/1987,8886,679.30,Male,756.33,61
6186,"Bogisich, Ora S",7/19/1985,2241,830.25,Male,343.06,73
6187,"McCullough, Kenya V",8/29/1990,6960,986.60,Male,656.56,14
6188,"Rempel, Milan E",6/1/1972,1856,899.36,Female,968.89,79
6189,"Howe, Deondre K",5/19/1995,0399,457.17,Female,938.29,63
6190,"Schneider, Angela Q",9/16/1957,5030,493.98,Male,365.83,81
6191,"Pollich, Leslie X",2/1/1991,7125,482.12,Male,529.69,66
6192,"Stark, Sabina F",1/21/1983,9000,303.53,Female,529.94,50
6193,"Kiehn, Lynn Z",2/16/1986,0249,658.22,Male,562.84,91
6194,"Marks, Marlin J",4/16/1954,7924,231.85,Female,348.85,46
6195,"Crist, Asa O",8/5/1967,7840,780.08,Female,462.04,80
6196,"Effertz, Karen N",9/22/1979,3316,803.80,Female,477.25,31
6197,"Gottlieb, Tyshawn U",12/7/1987,3059,588.09,Male,208.21,10
6198,"Lueilwitz, Corbin S",2/4/1999,2188,548.27,Male,32.04,5
6199,"Lesch, Astrid Q",1/24/1994,0835,754.25,Male,588.72,21
6200,"Ruecker, Jerald I",6/26/1968,9376,323.58,Male,928.42,63
6201,"Schulist, Melyna B",2/20/1981,6120,999.13,Female,439.69,90
6202,"Mueller, Destany A",4/28/1962,3752,624.08,Male,216.47,72
6203,"Predovic, Raul N",6/11/1954,6524,740.67,Male,116.64,70
6204,"Lind, Rubie P",5/10/1985,5790,426.98,Male,996.17,10
6205,"Schaden, Brenden G",2/7/1961,2000,844.92,Male,693.64,61
6206,"Ritchie, Laurence C",6/19/1981,8287,219.11,Female,209.14,19
6207,"Bins, Blanche B",5/20/1984,5015,371.20,Female,791.88,23
6208,"Bartell, Joshuah V",9/23/1980,9878,892.67,Female,404.10,78
6209,"Parisian, Hosea V",7/11/1970,7263,491.58,Female,215.89,31
6210,"McCullough, Kathryne Y",9/12/1961,6333,476.56,Female,920.87,46
6211,"Hauck, Brad K",11/30/1962,7021,577.66,Male,742.85,68
6212,"Schinner, Marco J",9/21/1979,9326,117.76,Female,579.93,30
6213,"Volkman, Jessica C",12/1/1959,9858,0.52,Female,708.91,5
6214,"Osinski, Donato J",5/26/1968,1415,374.11,Female,660.46,55
6215,"Corkery, Nash B",3/24/1971,8624,191.22,Male,666.74,65
6216,"Marks, Lesly B",1/23/1965,6954,149.38,Female,6.71,82
6217,"Leuschke, Mylene R",2/12/1955,6277,534.70,Female,329.70,31
6218,"Ankunding, Emie W",11/27/1983,5739,592.06,Male,299.40,12
6219,"Prosacco, Stephanie F",8/11/1984,8038,137.85,Male,260.11,42
6220,"Runolfsson, Kane L",6/4/1970,1868,521.61,Female,893.44,25
6221,"Weimann, Jacynthe D",12/11/1969,2116,412.70,Female,239.08,32
6222,"Fahey, Joan F",10/29/1982,2976,168.74,Female,386.82,97
6223,"O'Connell, Zachary Y",12/29/1995,1297,42.55,Male,612.29,84
6224,"Upton, Kianna K",3/30/1989,7998,428.25,Male,960.01,25
6225,"Weber, Rae W",9/7/1973,8622,679.43,Female,910.68,36
6226,"Hartmann, Loyce Y",7/11/1962,4784,312.65,Female,801.85,91
6227,"Rogahn, Vesta V",7/12/1996,2573,157.25,Male,694.24,23
6228,"Gusikowski, Aubrey A",3/1/1995,4636,252.00,Male,590.56,52
6229,"Schamberger, Madie V",6/14/1960,6799,721.39,Female,6.99,74
6230,"Glover, Heber U",3/8/1996,4594,208.52,Male,27.19,79
6231,"Ortiz, Lesley M",1/20/1980,6415,849.99,Male,198.45,37
6232,"Gulgowski, Genesis U",8/16/1996,4725,364.88,Female,745.96,61
6233,"Erdman, Vincent C",1/1/1964,9746,100.59,Male,988.42,54
6234,"Ferry, Lilly J",11/14/1953,3066,712.77,Female,261.98,54
6235,"Murray, Timothy N",3/5/1985,6519,627.85,Female,269.35,43
6236,"Hahn, Wilton D",3/20/1954,9768,612.12,Female,101.81,39
6237,"Shanahan, Derek M",3/30/1991,1322,249.51,Male,550.13,52
6238,"Casper, Marcelle F",1/23/1991,8792,6.82,Female,746.33,44
6239,"O'Reilly, Shayna D",10/17/1965,8572,744.05,Male,56.14,68
6240,"Abernathy, Providenci P",4/2/1960,7146,722.92,Male,696.34,95
6241,"Feest, Ceasar Z",11/15/1955,8612,302.62,Male,191.49,0
6242,"Gislason, Rosalia L",11/26/1969,4190,434.42,Female,238.91,52
6243,"Mohr, Monserrat X",4/26/1977,5539,606.30,Male,603.41,5
6244,"Haley, Dalton Y",6/8/1956,8396,390.08,Female,104.71,71
6245,"Crist, Vena F",1/23/1953,2744,53.19,Female,765.33,66
6246,"Sawayn, Virgil D",2/7/1962,5111,241.97,Female,486.85,10
6247,"Sanford, Angeline S",11/20/1978,1071,528.21,Female,122.25,12
6248,"Bins, Janick B",5/8/1971,1154,642.01,Male,709.22,95
6249,"Bayer, Enoch J",10/2/1961,6838,291.40,Male,122.53,33
6250,"Harvey, Dillan N",5/22/1981,8328,577.38,Male,877.17,83
6251,"Kunde, Columbus X",9/9/1972,5816,859.28,Female,504.64,99
6252,"Langworth, Gretchen U",9/17/1969,5910,468.97,Male,550.36,59
6253,"Bayer, Christop H",9/2/1998,6062,988.03,Male,327.20,94
6254,"Bergnaum, Vincenzo H",5/11/1960,2113,805.82,Male,314.18,90
6255,"Walsh, Ella N",10/30/1990,5492,748.97,Female,685.33,74
6256,"Larkin, Ludie P",9/22/1950,0937,68.68,Male,155.26,23
6257,"Krajcik, Lucas I",11/14/1966,3724,144.47,Female,785.68,25
6258,"Schuppe, Caleb E",4/25/1965,5524,660.83,Male,823.41,68
6259,"Daugherty, Audra M",6/1/1968,8983,225.27,Female,98.26,94
6260,"Smitham, Magnolia D",4/6/1986,3263,643.60,Male,143.31,36
6261,"Lindgren, Archibald U",5/15/1971,1987,458.53,Female,49.64,62
6262,"Runolfsson, Raquel D",1/21/1965,5662,236.73,Female,877.82,99
6263,"Mertz, Destini K",3/18/1995,6542,182.01,Female,37.22,62
6264,"Hammes, Maria F",2/3/1974,9131,94.30,Female,835.34,16
6265,"Braun, Chet U",2/25/1964,2944,437.70,Female,536.01,39
6266,"Bechtelar, Damon O",11/15/1960,5950,284.83,Female,256.59,42
6267,"Purdy, Rhoda Q",8/18/1999,9086,633.41,Male,521.80,72
6268,"Farrell, Barton B",10/13/1951,4368,134.79,Male,900.86,50
6269,"Predovic, Columbus Z",6/5/1988,8600,328.73,Female,143.83,87
6270,"Jaskolski, Tanner U",6/8/1960,5983,111.44,Female,731.31,93
6271,"Williamson, Brisa O",12/22/1953,1909,540.76,Male,137.40,29
6272,"Lemke, Tanya N",4/16/1979,7149,53.69,Female,177.87,82
6273,"Flatley, Garett T",10/3/1968,5361,405.26,Male,610.25,36
6274,"Friesen, Sabina X",11/17/1988,1004,894.86,Male,71.42,12
6275,"Schoen, Waino R",7/4/1997,2239,115.40,Female,531.52,81
6276,"Waelchi, Naomie I",3/18/1950,8469,487.42,Female,324.27,56
6277,"Corwin, Branson S",4/6/1951,0992,671.00,Female,993.59,38
6278,"Considine, Jordy L",11/4/1979,8105,306.17,Female,20.11,84
6279,"Hahn, Andres C",7/28/1979,7102,545.77,Male,670.43,41
6280,"Rolfson, Kristin F",11/20/1957,1521,116.53,Female,480.40,56
6281,"Welch, Blanche K",8/8/1966,9960,155.48,Male,57.14,47
6282,"MacGyver, Tanner A",11/18/1974,7815,977.74,Male,932.56,75
6283,"Ward, Roxanne K",9/9/1987,9082,95.74,Male,525.14,70
6284,"Batz, Ardith H",1/5/1960,1787,56.49,Male,785.64,18
6285,"Bogan, Flavie E",10/30/1967,6149,519.78,Female,229.52,69
6286,"Rau, Sienna W",10/27/1956,3260,612.49,Male,462.33,55
6287,"Blanda, Macey N",9/7/1951,2401,453.39,Female,416.73,11
6288,"Predovic, Tara O",1/3/1996,9396,376.88,Female,373.23,93
6289,"Bergstrom, Reece E",10/16/1975,3688,30.72,Male,935.88,38
6290,"Smith, Rafaela Z",12/31/1974,6886,444.69,Female,884.47,58
6291,"Streich, Enoch Y",1/13/1997,8541,684.57,Male,101.88,53
6292,"Stark, Benjamin E",7/5/1954,4767,351.23,Female,929.86,51
6293,"Runolfsdottir, Janis Q",6/4/1961,7386,61.54,Male,641.09,86
6294,"Larson, Annalise L",9/6/1984,0066,137.14,Female,142.94,44
6295,"Padberg, Felicia U",1/3/1978,9121,798.60,Male,334.26,4
6296,"Volkman, Misty D",7/3/1959,0937,21.11,Male,989.64,22
6297,"Blick, Kiara Y",6/22/1995,3531,862.79,Male,265.25,67
6298,"Boyle, Gerhard P",7/30/1987,6185,293.92,Female,45.94,65
6299,"Oberbrunner, Shana C",9/1/1969,8277,129.88,Female,333.34,70
6300,"Larson, Grant O",11/20/1998,3703,652.64,Female,179.93,17
6301,"Feest, Lela B",9/1/1950,8140,443.51,Female,524.37,8
6302,"Luettgen, Maggie P",1/1/1967,3482,598.29,Male,134.48,96
6303,"Spinka, Amara A",4/30/1989,6983,992.36,Female,59.80,78
6304,"Kshlerin, Anya B",1/1/1983,6279,192.15,Female,602.36,51
6305,"Okuneva, Davin W",3/4/1991,1218,733.11,Male,647.77,49
6306,"Mohr, Vesta M",1/12/1991,7665,511.29,Male,574.71,76
6307,"Huel, Jamir V",11/7/1990,3514,290.75,Male,687.66,57
6308,"Lang, Kristina M",4/20/1982,6872,151.03,Male,54.38,69
6309,"Prosacco, Vivien X",8/19/1977,6588,488.39,Female,797.28,83
6310,"Okuneva, Geovanny E",1/27/1970,6486,456.99,Female,96.25,62
6311,"Krajcik, Elliot O",1/14/1959,6049,921.71,Male,455.17,3
6312,"McDermott, Elsie T",8/16/1980,4212,715.37,Male,334.97,74
6313,"Hartmann, Callie Z",8/1/1984,5641,474.39,Male,94.97,36
6314,"Goldner, Kayli G",8/6/1989,9358,959.24,Female,894.43,89
6315,"Stroman, Damien J",12/23/1962,2944,763.41,Male,413.97,34
6316,"Friesen, Horacio V",12/25/1953,6822,738.40,Male,150.36,22
6317,"Bernier, Bethel S",2/1/1969,1980,438.73,Female,913.99,43
6318,"Toy, Itzel Y",3/26/1953,3317,978.21,Male,153.79,34
6319,"Reynolds, Lucy W",12/9/1998,7949,622.63,Female,11.05,29
6320,"Okuneva, Darion O",5/23/1966,2300,563.12,Male,553.63,37
6321,"Huel, Katlyn L",2/11/1973,6522,28.82,Male,609.60,89
6322,"Pfeffer, Genevieve I",12/17/1950,2434,539.94,Male,173.62,56
6323,"Steuber, Amparo F",2/1/1975,2124,536.49,Female,853.29,51
6324,"Kirlin, Edgardo J",8/3/1954,3663,392.90,Female,507.52,86
6325,"Towne, Tevin Y",3/10/1992,4685,289.17,Female,161.45,50
6326,"Oberbrunner, Emerald D",9/7/1984,0411,690.27,Male,70.66,19
6327,"Conn, Trudie U",12/27/1992,7979,968.09,Male,23.67,86
6328,"Runolfsdottir, Nathen Y",12/27/1966,6114,826.00,Male,586.44,61
6329,"Stroman, Kiara W",8/24/1957,2514,862.49,Male,505.00,84
6330,"Lind, Brain C",5/25/1980,8692,334.30,Male,826.26,39
6331,"Schumm, Alicia T",2/17/1981,0033,369.66,Male,450.93,27
6332,"Mueller, Jadyn U",1/5/1983,2331,77.35,Male,132.93,14
6333,"Kutch, Anahi A",6/18/1978,9673,718.71,Male,205.31,67
6334,"Nicolas, Annabelle N",8/22/1994,5450,994.65,Male,57.30,19
6335,"Bergnaum, Jena V",12/4/1966,3279,317.22,Female,578.28,16
6336,"Bashirian, Vern K",5/17/1993,1733,989.10,Female,758.04,25
6337,"Littel, Edmond F",12/11/1984,2671,647.36,Male,416.20,91
6338,"Kreiger, Lucius S",11/24/1955,1913,941.85,Male,176.45,27
6339,"Lang, Rollin I",8/29/1990,7518,167.84,Female,760.33,82
6340,"Kiehn, Hailie J",5/6/1963,3258,96.96,Female,999.78,52
6341,"Considine, Erna T",11/9/1960,1926,954.61,Male,944.19,75
6342,"Hahn, Abdul B",3/17/1997,4175,191.98,Male,85.36,56
6343,"Bode, Cristal Z",12/25/1977,0781,593.38,Male,218.63,27
6344,"Cummerata, Jeanne Q",12/14/1972,5698,36.43,Female,572.40,45
6345,"Terry, Erica Q",6/17/1993,1765,6.15,Male,575.27,52
6346,"Bogisich, Rogelio N",5/14/1966,9858,778.00,Male,999.23,24
6347,"Schowalter, Brent B",11/2/1959,6825,706.46,Male,716.19,62
6348,"Stroman, Cordia Y",2/23/1995,2252,833.01,Female,500.47,47
6349,"Conroy, Donavon B",3/7/1985,4900,576.26,Female,374.78,55
6350,"Farrell, Alexandria K",7/11/1963,8844,375.17,Male,960.17,68
6351,"Corkery, Shany P",1/18/1957,7908,412.38,Female,672.45,30
6352,"Treutel, Orin C",6/29/1992,4574,689.49,Female,324.65,62
6353,"Borer, Jazmyn U",11/9/1967,4345,6.93,Female,525.09,80
6354,"Orn, Lucinda B",5/9/1993,2118,683.95,Female,686.11,29
6355,"Bruen, Ian G",3/9/1970,7332,711.26,Female,911.33,43
6356,"Ebert, Alyson U",12/8/1959,3068,470.41,Male,181.26,75
6357,"Goyette, Vincenzo W",12/1/1960,6115,922.01,Female,15.62,44
6358,"McLaughlin, Noble E",7/5/1953,1655,202.98,Male,365.79,92
6359,"Rice, Vinnie L",1/9/1957,5234,657.19,Female,301.50,14
6360,"Stanton, Salvatore D",6/2/1957,0025,146.63,Female,846.10,50
6361,"Cruickshank, Nolan N",11/13/1975,6512,337.53,Female,386.71,64
6362,"Swift, Ahmad H",7/20/1977,4249,345.79,Female,336.07,91
6363,"Fritsch, June M",6/23/1972,0397,829.64,Female,561.62,83
6364,"Kris, Wiley P",6/3/1961,2225,637.09,Male,356.43,44
6365,"Schmeler, Jarrett U",8/7/1969,1360,172.38,Male,148.62,41
6366,"Beer, Elbert W",12/27/1953,8151,399.39,Male,151.40,52
6367,"Baumbach, Kim D",9/10/1950,6949,325.52,Male,181.49,40
6368,"Watsica, Shana C",8/5/1963,2982,818.03,Male,925.31,38
6369,"Jenkins, Yessenia E",4/26/1979,7441,402.46,Female,656.64,48
6370,"Pollich, Micheal J",9/8/1999,0734,431.71,Female,990.02,38
6371,"Glover, Salma A",12/31/1986,7088,972.93,Male,117.52,14
6372,"Kling, Annie M",5/1/1970,6162,166.78,Female,278.45,75
6373,"Ratke, Ashly S",10/27/1950,1442,707.02,Female,399.01,49
6374,"Wilkinson, Brianne F",6/4/1979,9972,75.09,Male,206.88,61
6375,"Yundt, Itzel G",12/12/1979,5806,965.98,Male,985.76,64
6376,"Emard, Jessica E",11/17/1994,4108,680.42,Male,691.00,14
6377,"O'Keefe, Mario O",11/22/1993,1221,256.26,Female,446.05,90
